Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,trans_desc,TSVD_0,TSVD_1,TSVD_2,TSVD_3,TSVD_4,TSVD_5,TSVD_6,TSVD_7,TSVD_8,TSVD_9,desc_len
1,Nana,3,128,307,2,2,7,0,2,1,1,1,2,1,1,0,41326,a1ae50207c8c1f4e90b1fa83816a3d57,0,"active, energetic, intelligent and obedient. likes going to the green and playing fetch! whatsapp/message/call:",56c728e29,4.0,"active, energetic, intelligent and obedient. likes going to the green and playing fetch! whatsapp/message/call:",0.11342208260995595,-0.026544182976154542,0.09323817273270954,-0.03202190625066456,0.19671672302857268,-0.01449583860798897,-0.10999488035033611,0.011232292466504784,-0.03601353179434,0.02542302603952983,14
2,,1,265,0,2,1,3,6,1,2,2,1,2,1,1,0,41401,dd2d714d50f8f209d7ba84385588f905,0,Clever and playful kitten available for adoption. Dewormed and toilet trained.,1c2eae12a,3.0,Clever and playful kitten available for adoption. Dewormed and toilet trained.,0.24333063615536196,0.22986746238948846,0.2766757814120644,-0.0328497274650312,0.22523824171590887,-0.19761985990513567,-0.1520071295918855,0.20717814052095476,-0.017843141761342853,-0.07421238249587409,11
1,Yu-Yu,4,307,0,2,1,2,7,2,1,1,1,1,1,1,0,41330,64ba125f34f32d7b751e7c4379fd705d,0,"She very clever, active and pampered. She won't make noise into cage.........",e0031eec3,1.0,"She very clever, active and pampered. She won't make noise into cage.........",0.10313468615014214,-0.03065129818929845,0.05435808417958066,-0.0634415975002191,0.2242173847819373,-0.05080237201781599,-0.09770218962190479,-0.025875668318261137,-0.007135030426354309,0.043380797809637266,12
1,Yin Yin Girl,6,307,0,2,5,0,0,2,2,1,1,1,1,1,0,41330,64ba125f34f32d7b751e7c4379fd705d,0,She's good communication she know shake hsnds. sit she is a cute girl...,de503fff1,1.0,She's good communication she know shake hsnds. sit she is a cute girl...,0.17556019194824724,-0.06488819367810258,-0.04424623029244256,-0.01926177055516218,0.07233083255878035,-0.0712942240173798,-0.04179200559898915,-0.02853398228586594,0.2272014495111513,0.18741549792884848,13
1,MeiMei,3,307,0,2,2,4,0,2,2,2,2,2,1,1,0,41401,a27bf339e002429f8afbc0218ad906df,0,牠们的狗妈妈是附近工厂放出来而变成流浪狗。后来狗妈妈怀孕了，我们就做好心照顾狗宝宝和帮助牠们寻找愿意领养牠们的人。MeiMei 有一双相似画了眼线的眼睛，而且也很精灵。让牠们有一个温暖的家与关怀。非常感谢大家。,77f7946cb,1.0,"Their dog mothers are released from nearby factories and become stray dogs. Later, when the mother of the dog is pregnant, we will take care of the baby and help them find someone who is willing to adopt them. MeiMei has a pair of eyes that are similar to the eyeliner, and it is also very elf. Let them have a warm home and care. Thank you all.",0.3445233114944259,-0.013616334084793421,-0.2019386623565267,-0.20095584420268253,-0.040671116615270134,0.22064209876559623,0.11938910923767429,0.12812347843080585,0.1345239984688168,-0.023564855235572287,68
1,BuiBui,3,307,0,2,2,0,0,2,2,2,2,2,1,1,0,41401,a27bf339e002429f8afbc0218ad906df,0,牠们的狗妈妈是附近工厂放出来而变成流浪狗。后来狗妈妈怀孕了，我们就做好心照顾狗宝宝和帮助牠们寻找愿意领养牠们的人，让牠们有一个温暖的家与关怀。非常感谢大家。,469571794,2.0,"Their dog mothers are released from nearby factories and become stray dogs. Later, when the mother of the dog is pregnant, we will take care of the baby and help them find someone who is willing to adopt them, so that they have a warm home and care. Thank you all.",0.35142172509668296,-0.004654636136194648,-0.2444281010496935,-0.21385078402848362,-0.05104098062606712,0.23578454955792166,0.12574913368887428,0.12811291589660137,0.15254181449602883,-0.03719754761870026,51
1,DaJie,3,307,0,2,2,0,0,2,2,2,2,2,1,1,0,41401,a27bf339e002429f8afbc0218ad906df,0,牠们的狗妈妈是附近工厂放出来而变成流浪狗。后来狗妈妈怀孕了，我们就做好心照顾狗宝宝和帮助牠们寻找愿意领养牠们的善心人士。这位小狗名叫 “大姐”，性格温驯，而又有一双相似画了眼线的漂亮眼睛。,06592b5b2,1.0,"Their dog mothers are released from nearby factories and become stray dogs. Later, when the mother of the dog is pregnant, we will take good care of the baby and help them find someone who is willing to adopt them. The puppy is called ""big sister"" and has a gentle personality, but also has a pair of beautiful eyes with similar eyeliners.",0.33784546852133507,0.005216419029829843,-0.2603547341948253,-0.18422053889770681,0.054539683728459576,0.20936605664621674,0.05772673139433432,0.019487749091561136,0.07958347442170259,-0.09439113891184191,62
2,,4,265,0,3,3,6,7,3,2,2,2,2,1,5,0,41401,af392d7fd2160b4bb91cffb6cf109633,0,Adorable and very cuddly siblings. Potty trained,b85934798,4.0,Adorable and very cuddly siblings. Potty trained,0.12106923520486577,-0.043417568616547296,0.07305530461635232,0.0019288553208572968,0.13203403952417275,-0.05590666333112455,0.0010959172995374871,-0.050793243701093706,0.031465882913297674,0.004994376756683329,7
2,Jill-too,18,266,0,2,1,3,7,3,1,1,2,3,1,1,0,41401,af392d7fd2160b4bb91cffb6cf109633,0,Well mannered and potty trained.,a2953fdff,1.0,Well mannered and potty trained.,0.07861972832705708,-0.029081312862583503,0.1077848579077623,-0.05318261546588056,0.07703541147326112,-0.030536433182293765,-0.06783107594601764,0.02761108012414016,-0.028505101958923893,-0.0639897724972145,5
2,Cleo,24,299,0,2,4,5,0,2,2,1,1,1,1,1,0,41401,678a3e05fec16f585b252650d54217ce,0,"Cleo is a very active cat, loves nothing but to chase strings, paper, jumping at flies etc. she is also very affectionate, she does give me nose kisses. she also loves some wet food as treats. she has been neutered. Unfortunately as i have severe allergy to dander and am currently pregnant, i have no choice but to give her away. she is most suitable being with family who have time to play with her and she will get along well with young playful kitties. future adopter must promise to take really good care of her and love her as she had nothing but a good life with my husband and i. Self collect pls. we want to make sure the cats goes to a good home and not to be used to generate profit. so please indicate below information when you email/sms: your name? what type of house? any experience with long haired cats? do you currently own any cats? and how many/how old are they? how many people are there at home and if there are kids how old they are?",d4396a0a0,2.0,"Cleo is a very active cat, loves nothing but to chase strings, paper, jumping at flies etc. she is also very affectionate, she does give me nose kisses. she also loves some wet food as treats. she has been neutered. Unfortunately as i have severe allergy to dander and am currently pregnant, i have no choice but to give her away. she is most suitable being with family who have time to play with her and she will get along well with young playful kitties. future adopter must promise to take really good care of her and love her as she had nothing but a good life with my husband and i. Self collect pls. we want to make sure the cats goes to a good home and not to be used to generate profit. so please indicate below information when you email/sms: your name? what type of house? any experience with long haired cats? do you currently own any cats? and how many/how old are they? how many people are there at home and if there are kids how old they are?",0.4725263861161224,-0.16322068642975385,0.108828655016842,-0.11695147488017733,-0.08112771773898746,0.029628250619877245,-0.04828570153111248,0.0013672135228024506,-0.15148091440173217,0.07243013475655462,183
2,Raja,84,285,0,2,6,0,0,4,3,1,1,1,1,1,0,41401,678a3e05fec16f585b252650d54217ce,0,"Raja is a very Calm, quiet and timid cat. she does not have any temper, does not bite or claw and loves nothing better than to be near her owners whenever they are at home.She has been neutered. Unfortunately as i have severe allergy to dander and am currently pregnant, i have no choice but to give her away. she is most suitable being with family without any other younger cats. future adopter must promise to take really good care of her and love her as she had nothing but a good life with my husband and i. Self collect pls. we want to make sure the cats goes to a good home and not to be used to generate profit. so please indicate below information when you email/sms: your name? what type of house? any experience with long haired cats? do you currently own any cats? and how many/how old are they? how many people are there at home and if there are kids how old they are?",12b42a431,2.0,"Raja is a very Calm, quiet and timid cat. she does not have any temper, does not bite or claw and loves nothing better than to be near her owners whenever they are at home.She has been neutered. Unfortunately as i have severe allergy to dander and am currently pregnant, i have no choice but to give her away. she is most suitable being with family without any other younger cats. future adopter must promise to take really good care of her and love her as she had nothing but a good life with my husband and i. Self collect pls. we want to make sure the cats goes to a good home and not to be used to generate profit. so please indicate below information when you email/sms: your name? what type of house? any experience with long haired cats? do you currently own any cats? and how many/how old are they? how many people are there at home and if there are kids how old they are?",0.43395183890961053,-0.151939232691627,0.06494664343840365,-0.057373866714318454,-0.20105642403490745,0.044779295787965426,0.02818733239360491,0.018124445927146043,-0.10762203676921651,0.01955250924720708,169
2,Two Mummy N Her Kittens,6,266,0,3,1,4,7,2,1,2,1,2,1,5,0,41401,1b3ef1bc60631bb4fe57c972d009764d,0,looking a responsible owner for the cats and her little kittens (three male). i cant keep them due to my healthy.i prefer to not separate them. they are trained to poo in their box.,cf0c93dad,3.0,looking a responsible owner for the cats and her little kittens (three male). i cant keep them due to my healthy.i prefer to not separate them. they are trained to poo in their box.,0.2887179728194267,-0.08189441146766116,0.19983934446828358,-0.013937664707171598,0.02149027002818315,-0.03577470971762691,0.10175288433974237,0.0006548858963549667,0.0959568678731523,-0.09733361650201547,34
2,,1,266,0,1,4,7,0,2,1,3,3,2,1,1,0,41335,47df9a70453f44b790ba577513e923fd,0,"Last Wednesday morning, my friend heard a kitten cries from a pantry of an empty unit near her apartment Unfortunately that house is just finish the renovation (grilled) and the owner is seldom visit the house. So she can't get the kitten out and pray the owner will be home soon. On Friday evening, there was no more cries coming from that house, so she thought it must be already dead. But on Saturday evening, she heard the same cries at the lift lobby area. When she searched around, she found the kitten hiding in a scooter's engine bay . He is a bit skinny for a few-months-old kitten. But she sure he'll catch up pretty fast because he doesn't loose his appetite. He loves his kibble food RC Babycat 32 more than Troy Animalac milk she feed him For now, the kitten is living with her. But she can't let him stays. She a busy 'Mom', living in a tiny and crowded apartment with 2 female kitties, 9 bunnies, 2 chipmunks and 2 squirrels. She have 1-year old kitty Momoy is now undergoing a treatment for her enteritis and kidney problem ). So, she afraid she can't give this kitten as much attention, love and space as a growing up kitten needs . So,I'm helping my friend looking for any good heart out there to bring the kitten home. He's a healthy kitten (so sign of infection or disease symptom), well-behaved (doesn't like making noise like cats do), litterbox-trained, and he's cute! You'll definately love him Old and this cat is in PENANG.. she said any body from anywhere.. can adopt this kitten. Transport will be arrange. Any body interested in adopting,PLZ call her at (suzana)",8b4a94d8b,2.0,"Last Wednesday morning, my friend heard a kitten cries from a pantry of an empty unit near her apartment Unfortunately that house is just finish the renovation (grilled) and the owner is seldom visit the house. So she can't get the kitten out and pray the owner will be home soon. On Friday evening, there was no more cries coming from that house, so she thought it must be already dead. But on Saturday evening, she heard the same cries at the lift lobby area. When she searched around, she found the kitten hiding in a scooter's engine bay . He is a bit skinny for a few-months-old kitten. But she sure he'll catch up pretty fast because he doesn't loose his appetite. He loves his kibble food RC Babycat 32 more than Troy Animalac milk she feed him For now, the kitten is living with her. But she can't let him stays. She a busy 'Mom', living in a tiny and crowded apartment with 2 female kitties, 9 bunnies, 2 chipmunks and 2 squirrels. She have 1-year old kitty Momoy is now undergoing a treatment for her enteritis and kidney problem ). So, she afraid she can't give this kitten as much attention, love and space as a growing up kitten needs . So,I'm helping my friend looking for any good heart out there to bring the kitten home. He's a healthy kitten (so sign of infection or disease symptom), well-behaved (doesn't like making noise like cats do), litterbox-trained, and he's cute! You'll definately love him Old and this cat is in PENANG.. she said any body from anywhere.. can adopt this kitten. Transport will be arrange. Any body interested in adopting,PLZ call her at (suzana)",0.4179097084672854,-0.10831708483964504,0.29188583747285723,-0.010112564393417406,0.10602936555022427,-0.03861906774866263,-0.002916016494714792,0.48695471921546984,-0.014842796902564263,-0.03938105187322879,287
2,Mimi,2,241,0,2,1,3,4,1,2,2,1,2,1,3,0,41330,ca130495905faae96052d831f4a8201b,0,"We found them crying behind our house without a cat mama taking care of them, so we rescue them and feed them. But I'm a student so I can't pay so much attention to them and afford them. I have took care of them for 2months, so it's hard saying goodbye too. I really hope they can be loved and happy :) Please help me share the information or msg me, thanks.",0901cae3e,6.0,"We found them crying behind our house without a cat mama taking care of them, so we rescue them and feed them. But I'm a student so I can't pay so much attention to them and afford them. I have took care of them for 2months, so it's hard saying goodbye too. I really hope they can be loved and happy :) Please help me share the information or msg me, thanks.",0.23505259944200665,-0.0790055832426553,0.12171552591688192,-0.09311743972859403,-0.15098157637598053,0.15992547649483588,0.04296059428822314,-0.015871660850033536,0.03775303255951459,0.1373673570110828,72
2,Upin & Ipin,3,292,266,1,1,7,0,1,1,2,2,2,1,2,0,41326,e94529721f9e3184d9d7040b0f2dc2d6,0,-Hyperactive and intelligent -Litter box trained -Male mix siamese kittens *please adopt kedua2 sekali(siblings),96bdc9b4b,4.0,-Hyperactive and intelligent -Litter box trained -Male mix siamese kittens *please adopt kedua2 sekali(siblings),0.19687669416829184,-0.021235172131344814,0.1747119064753337,0.05873968444327698,0.07786679993988396,0.11011943321053674,0.10022893843724097,0.013917596216862897,0.05210585576916821,-0.09574807378722315,14
2,,8,283,283,3,1,4,7,2,1,1,2,2,1,10,1,41326,e94529721f9e3184d9d7040b0f2dc2d6,0,-for adoption -they need new home -half vaccinated -for more info please contact me as soon as possible,efe281d05,5.0,-for adoption -they need new home -half vaccinated -for more info please contact me as soon as possible,0.31056737680334023,0.196792583071838,-0.03880595610811089,0.12531130929874965,-0.19164234527240606,-0.10298107958401898,-0.03933004917727041,0.07602787326966116,-0.009789980250029248,0.0992838999741225,18
2,Nabi,2,266,0,2,6,0,0,1,1,3,3,3,1,1,20,41401,73337e0336c92802c7808a4ab3a0be97,0,I pick up the cat in the road but I'm foreigner so i protection possible for a short term so i want find who's adoption and this cat very friendly with people and smart,45bdbe878,2.0,I pick up the cat in the road but I'm foreigner so i protection possible for a short term so i want find who's adoption and this cat very friendly with people and smart,0.2575305353948186,0.17462177332750334,0.2947763687791906,-0.09038099141241233,-0.1705480240066937,0.18558868287403368,-0.24891635264733686,-0.33744185848148545,-0.02626601513987061,-0.018451371749069807,34
2,Miss Kim,2,283,0,3,6,0,0,1,1,3,3,3,1,20,20,41401,73337e0336c92802c7808a4ab3a0be97,0,Today going clinic and cheak already she and very friendly with people and smart,7787385c9,3.0,Today going clinic and cheak already she and very friendly with people and smart,0.11755732190873305,-0.03939032811710758,-0.017490932559634347,-0.11666510888253265,0.0854510268011193,0.011248821502191274,-0.17632668399483659,-0.20681159897526746,-0.14665642630270204,0.08906539034252393,14
2,Mix Siamese - Coco,12,292,296,1,1,2,7,2,2,3,3,2,1,1,0,41326,b93d558b127cfac672e08bd7eba0420c,0,"Rescued at local pasar. Seems like an abandoned cat since he is very tame,nice blue eyes, know how to use litter box, eat iams pellet but dont eat fish. Very healthy. Got minor injuries, there are several scratches on him which I think maybe he got from catfight with local cats at pasar before but now already cured. Been in a cage since the 1st day, seldom out of cage since he will fight with my other male cat. Only for catlover that will take a very good care of him.",3c8d7b8c9,3.0,"Rescued at local pasar. Seems like an abandoned cat since he is very tame,nice blue eyes, know how to use litter box, eat iams pellet but dont eat fish. Very healthy. Got minor injuries, there are several scratches on him which I think maybe he got from catfight with local cats at pasar before but now already cured. Been in a cage since the 1st day, seldom out of cage since he will fight with my other male cat. Only for catlover that will take a very good care of him.",0.2813598971712925,-0.08719438605478669,0.25768742853279686,-0.09903651121621976,-0.057088109781937846,0.11037253325558928,0.03165003368195915,-0.09456541361238048,-0.04502048722416457,-0.06361904718584334,91
2,Mix Persian - Muezza,11,285,0,2,2,0,0,2,3,3,3,3,1,1,0,41326,b93d558b127cfac672e08bd7eba0420c,0,Taken from an old grandmother that is not healthy enough to take care her cat anymore. Only for catlover that can take care of her very well.,246690c06,5.0,Taken from an old grandmother that is not healthy enough to take care her cat anymore. Only for catlover that can take care of her very well.,0.25665243309733843,-0.061203865872992,0.24132458227045156,-0.07565870775835382,-0.06613131746354753,0.1270306049014257,0.0662720392169913,-0.13137379923358775,-0.0751367508007291,-0.04132940155771988,27
2,Nuneng,2,292,285,1,3,4,0,1,2,2,2,2,1,1,0,41326,b93d558b127cfac672e08bd7eba0420c,0,"Nuneng, name given. Very playful and active. Love to catch things. Very healthy and knwo how to use litter box.",d8b6166fb,5.0,"Nuneng, name given. Very playful and active. Love to catch things. Very healthy and knwo how to use litter box.",0.21782691010863495,-0.08291994542524585,0.1853151499864261,-0.0914604824544004,0.2931663697655506,-0.10558409129343004,-0.07859704379933959,-0.05750879466290771,-0.010365667108824387,0.04243611954774413,20
1,Do,2,307,307,2,1,5,0,2,1,2,2,2,1,1,0,41327,a1d4a08b328d9b39c181b083559121d1,0,"Do is her name because she was found with her sisters (Re and Mi). Do and 5 of her siblings are abandoned by her owner at an empty ground. Later 3 were adopted. A kind lady is feeding the girls daily but I'm not sure how long will she be able to do so because she doesn't live nearby. I need to leave them for my studies next 2 weeks, so I hope to see them being adopted before leaving them. For your information, they're still living at that empty ground with a temporary man made shelter. Do is a gentle girl. She will usually lie down or playing with flowers unless her sisters 'invite' her to play. She's an obedient puppy. Willing to listen what is people trying to teach. Loving girl as she stays still, wags her tail when you pet her. Loves to sit by my side whenever I visit her. Interesting thing bout Do is, she LOVES playing with water. Vaccination and neutering are compulsory (6 months old). Adopters have to provide food, water, love, care until the end. No long hour cage/tied up. Please contact if you're interested.",d223e9faf,4.0,"Do is her name because she was found with her sisters (Re and Mi). Do and 5 of her siblings are abandoned by her owner at an empty ground. Later 3 were adopted. A kind lady is feeding the girls daily but I'm not sure how long will she be able to do so because she doesn't live nearby. I need to leave them for my studies next 2 weeks, so I hope to see them being adopted before leaving them. For your information, they're still living at that empty ground with a temporary man made shelter. Do is a gentle girl. She will usually lie down or playing with flowers unless her sisters 'invite' her to play. She's an obedient puppy. Willing to listen what is people trying to teach. Loving girl as she stays still, wags her tail when you pet her. Loves to sit by my side whenever I visit her. Interesting thing bout Do is, she LOVES playing with water. Vaccination and neutering are compulsory (6 months old). Adopters have to provide food, water, love, care until the end. No long hour cage/tied up. Please contact if you're interested.",0.39500155147088317,-0.08875337168860173,-0.010392158663644437,0.014281449567689822,0.0032923844306614763,0.025811508755027024,0.01118521436676103,0.055153839600474694,-0.22144193976981028,0.2083627005619249,193
1,No Name,6,205,0,2,1,7,0,2,3,3,3,3,1,1,0,41327,a1d4a08b328d9b39c181b083559121d1,0,"Found this Shih Tzu (correct me if I'm wrong) this morning in an apartment. The guard told me that her owner moved to a new house but leaving her alone. We cannot locate the owner as we don't know which unit are they staying. I still don't really know her well. One thing that I can assure is, she's tame. She looks fearful, lost and shy when I first gave her some dog food. She doesn't seem to have the courage to sniff or lick me. I guess she must be feeling sad to lose her dearest owner.",469414278,1.0,"Found this Shih Tzu (correct me if I'm wrong) this morning in an apartment. The guard told me that her owner moved to a new house but leaving her alone. We cannot locate the owner as we don't know which unit are they staying. I still don't really know her well. One thing that I can assure is, she's tame. She looks fearful, lost and shy when I first gave her some dog food. She doesn't seem to have the courage to sniff or lick me. I guess she must be feeling sad to lose her dearest owner.",0.2234651209201366,-0.04050061519593855,-0.06378149189853737,-0.22086465455962953,-0.07762653906098528,0.1414714066364782,0.023393747372340176,0.10276218802372511,0.056082288523301965,0.1318094175140877,98
1,Re,2,307,307,2,5,0,0,2,1,2,2,2,1,1,0,41327,a1d4a08b328d9b39c181b083559121d1,0,"Re is her name because she was found with her sisters (Do and Mi). Re and 5 of her siblings are abandoned by her owner at an empty ground. Later 3 were adopted. A kind lady is feeding the girls daily but I'm not sure how long will she be able to do so because she doesn't live nearby. I need to leave them for my studies next 2 weeks, so I hope to see them being adopted before leaving them. For your information, they're still living at that empty ground with a temporary man made shelter. Re is a % female. Meaning to say, she responds to you in a gentle manner. She licks and rub her face to your hand. Automatically invite you to play with her by rolling herself on the ground in front of you, wagging her tail and poking her nose to your hands. She can be playful when her sisters (Do and Mi) started playing. Vaccination and neutering are compulsory (6 months old). Adopters have to provide food, water, love, care until the end. No long hour cage/tied up. Please contact if you're interested.",485d6ce4a,4.0,"Re is her name because she was found with her sisters (Do and Mi). Re and 5 of her siblings are abandoned by her owner at an empty ground. Later 3 were adopted. A kind lady is feeding the girls daily but I'm not sure how long will she be able to do so because she doesn't live nearby. I need to leave them for my studies next 2 weeks, so I hope to see them being adopted before leaving them. For your information, they're still living at that empty ground with a temporary man made shelter. Re is a % female. Meaning to say, she responds to you in a gentle manner. She licks and rub her face to your hand. Automatically invite you to play with her by rolling herself on the ground in front of you, wagging her tail and poking her nose to your hands. She can be playful when her sisters (Do and Mi) started playing. Vaccination and neutering are compulsory (6 months old). Adopters have to provide food, water, love, care until the end. No long hour cage/tied up. Please contact if you're interested.",0.36671430666160876,-0.059101867247891016,0.04046644898187562,0.006334408803942239,0.05595600667292299,0.06384770078957526,0.10051260498769417,0.08640727435459189,-0.1930363268763392,0.15407047891519557,190
1,Mi,2,307,307,2,5,0,0,2,1,2,2,2,1,1,0,41327,a1d4a08b328d9b39c181b083559121d1,0,"Mi is her name because she was found with her sisters (Do and Re). Mi and 5 of her siblings are abandoned by her owner at an empty ground. Later 3 were adopted. A kind lady is feeding the girls daily but I'm not sure how long will she be able to do so because she doesn't live nearby. I need to leave them for my studies next 2 weeks, so I hope to see them being adopted before leaving them. For your information, they're still living at that empty ground with a temporary man made shelter. Mi is smaller in size compared to Do and Re. She's a tomboy. Reason: She is very active and energetic. She's the one initiating and inviting her sisters to play. She gets excited easily. Sometimes she is too into playing and will accidentally ignore your calling. Don't worry, she actually has her loving side as well. I never know she loves patting and comforting until 2 days ago. A puppy with full of surprises - you'll never know what's she up to next! For your information, she's some skin prob. I'm feeding some nutritious food recently hoping that her skin may be cured. Vaccination and neutering are compulsory (6 months old). Adopters have to provide food, water, love, care until the end. No long hour cage/tied up. Please contact if you're interested.",f3c3cbdd4,4.0,"Mi is her name because she was found with her sisters (Do and Re). Mi and 5 of her siblings are abandoned by her owner at an empty ground. Later 3 were adopted. A kind lady is feeding the girls daily but I'm not sure how long will she be able to do so because she doesn't live nearby. I need to leave them for my studies next 2 weeks, so I hope to see them being adopted before leaving them. For your information, they're still living at that empty ground with a temporary man made shelter. Mi is smaller in size compared to Do and Re. She's a tomboy. Reason: She is very active and energetic. She's the one initiating and inviting her sisters to play. She gets excited easily. Sometimes she is too into playing and will accidentally ignore your calling. Don't worry, she actually has her loving side as well. I never know she loves patting and comforting until 2 days ago. A puppy with full of surprises - you'll never know what's she up to next! For your information, she's some skin prob. I'm feeding some nutritious food recently hoping that her skin may be cured. Vaccination and neutering are compulsory (6 months old). Adopters have to provide food, water, love, care until the end. No long hour cage/tied up. Please contact if you're interested.",0.39063965934217215,-0.0782518585679978,0.013922648290187039,0.007900966001912575,0.056521881271736796,0.042850857683338746,0.05281110138665939,0.06830804325003284,-0.1840969086491822,0.17045911788779733,229
1,Whity 04,1,307,0,1,7,0,0,2,2,2,2,2,1,1,0,41401,de6695e7bf2b647844028836f025da02,0,"The owner no longer able to take care of them anymore due to his own health condition (diagnosed with bone cancer). He is giving them away before authority coming over to put them to sleep. If you wish to adopt him, please give him the tender loving care by providing food, shelter (no long hour of caging, no long hour of chained up), medical care (vaccination, dewormed & spayed) & love. Please PM me if you wish to adopt them. Appreciate life!",d5af3cec2,1.0,"The owner no longer able to take care of them anymore due to his own health condition (diagnosed with bone cancer). He is giving them away before authority coming over to put them to sleep. If you wish to adopt him, please give him the tender loving care by providing food, shelter (no long hour of caging, no long hour of chained up), medical care (vaccination, dewormed & spayed) & love. Please PM me if you wish to adopt them. Appreciate life!",0.29342440010477533,-0.08252236671744896,-0.007115427432061116,-0.015277607167322495,-0.08401412974748872,0.14291164616186214,0.049769944365070054,0.08984799836405188,-0.07450717191752634,0.24153116805368313,82
1,Whity 05,1,307,0,2,7,0,0,2,2,2,2,2,1,1,0,41401,de6695e7bf2b647844028836f025da02,0,"The owner no longer able to take care of them anymore due to his own health condition (diagnosed with bone cancer). He is giving them away before authority coming over to put them to sleep. If you wish to adopt him, please give him the tender loving care by providing food, shelter (no long hour of caging, no long hour of chained up), medical care (vaccination, dewormed & spayed) & love. Please PM me if you wish to adopt them. Appreciate life!",098ca64da,1.0,"The owner no longer able to take care of them anymore due to his own health condition (diagnosed with bone cancer). He is giving them away before authority coming over to put them to sleep. If you wish to adopt him, please give him the tender loving care by providing food, shelter (no long hour of caging, no long hour of chained up), medical care (vaccination, dewormed & spayed) & love. Please PM me if you wish to adopt them. Appreciate life!",0.29342440010477533,-0.08252236671744896,-0.007115427432061116,-0.015277607167322495,-0.08401412974748872,0.14291164616186214,0.049769944365070054,0.08984799836405188,-0.07450717191752634,0.24153116805368313,82
1,Whity 02,3,307,0,1,7,0,0,2,2,2,2,2,1,1,0,41401,de6695e7bf2b647844028836f025da02,0,The owner no longer able to take care of them anymore due to his own health condition (diagnosed with bone cancer). He is giving them away before authority coming over to put them to sleep.,7e0268aea,1.0,The owner no longer able to take care of them anymore due to his own health condition (diagnosed with bone cancer). He is giving them away before authority coming over to put them to sleep.,0.15034611457150054,-0.04823976283213354,-0.0007610260705313991,-0.11244598982274377,-0.0905131729761471,0.06695796193878939,0.03259189556972426,0.060000443814213246,-0.019523292725837225,0.1688682897871317,35
1,Whity 01,3,307,0,1,7,0,0,2,2,2,2,2,1,1,0,41401,de6695e7bf2b647844028836f025da02,0,"The owner is unable to take care of them anymore due to his own health condition (dignosed with bone cancer). He is giving them away before authority come over to put them to ""sleep"".",f3f222793,1.0,"The owner is unable to take care of them anymore due to his own health condition (dignosed with bone cancer). He is giving them away before authority come over to put them to ""sleep"".",0.14589561250341784,-0.04584510024016432,-0.0022075169797770317,-0.11026073437957702,-0.08225420903950434,0.06728915027326428,0.028348411237815566,0.040832864851400176,-0.017875194275708245,0.16436379158978562,34
1,Whity 03,3,307,0,1,7,0,0,2,2,2,2,2,1,1,0,41401,de6695e7bf2b647844028836f025da02,0,The owner no longer able to taking care of them anymore due to his health condition (diagnosed with bone cancer). He is giving them away before authority coming over to put them to sleep. Please PM me,2eff2c596,3.0,The owner no longer able to taking care of them anymore due to his health condition (diagnosed with bone cancer). He is giving them away before authority coming over to put them to sleep. Please PM me,0.15034611457150054,-0.04823976283213354,-0.0007610260705313991,-0.11244598982274377,-0.0905131729761471,0.06695796193878939,0.03259189556972426,0.060000443814213246,-0.019523292725837225,0.1688682897871317,37
1,Brownie,1,307,0,2,2,0,0,2,2,2,2,2,1,1,0,41401,de6695e7bf2b647844028836f025da02,0,Some tenant in the condominium has abandoned her. The security guard give to the uncle who worked as parking attendant but he is no longer to taking care of her due to his own health condition (diagnosed with bone cancer). He is giving her away before authority coming over to put them to sleep. Please PM me.,7a17d4835,1.0,Some tenant in the condominium has abandoned her. The security guard give to the uncle who worked as parking attendant but he is no longer to taking care of her due to his own health condition (diagnosed with bone cancer). He is giving her away before authority coming over to put them to sleep. Please PM me.,0.11356027736385566,-0.037972259965543195,0.011784533681728444,-0.06454459194147176,-0.042709587723369954,0.0399622654815731,0.05820887779993693,0.023624804031564754,-0.025816176913075,0.09940644551017958,57
2,Furballs,3,265,0,1,5,7,0,1,2,3,3,2,1,1,0,41401,c24e87fddd26900fdfc1359d366605e8,0,"given as a present by a friend but couldn't keep it due to small space area & family members who suffer from asthma so i want someone who can care, love & provide good shelter for him to adopt. Free cat litter & food will also be given. very cute & lovable. active & likes to play. loves to be pampered & given the attention.",b7c17a150,2.0,"given as a present by a friend but couldn't keep it due to small space area & family members who suffer from asthma so i want someone who can care, love & provide good shelter for him to adopt. Free cat litter & food will also be given. very cute & lovable. active & likes to play. loves to be pampered & given the attention.",0.3053050530956972,-0.07589785742468327,0.11728875641096102,-0.0653723565750465,0.02695287909543514,0.12134995585574494,-0.07052967412254897,-0.01944909448331357,0.023645477483585906,0.19638911564910289,65
